Wines,Points,Year,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
Chateau Ste. Michelle & Dr. Loosen 'Eroica' Riesling,89,2011,12.1,7.2,16.8,15.7,13.8,8.2,19.2,19.6,15.4,11.2,19.8,101.9,14.7,10.8,18.9,34.3,16.8,12.8,21.7,79.2,15.2,11.0,19.5,30.3
Weingut Brundlmayer Zobinger Heiligenstein Alte Reben Reserve Riesling,93,2011,12.1,7.2,16.8,15.7,13.8,8.2,19.2,19.6,15.4,11.2,19.8,101.9,14.7,10.8,18.9,34.3,16.8,12.8,21.7,79.2,15.2,11.0,19.5,30.3
Weingut Keller Nierstein Hipping Riesling Grosses Gewachs,93,2011,12.1,7.2,16.8,15.7,13.8,8.2,19.2,19.6,15.4,11.2,19.8,101.9,14.7,10.8,18.9,34.3,16.8,12.8,21.7,79.2,15.2,11.0,19.5,30.3
Weingut Donnhoff Oberhauser Brucke Riesling Spatlese,93,2011,12.1,7.2,16.8,15.7,13.8,8.2,19.2,19.6,15.4,11.2,19.8,101.9,14.7,10.8,18.9,34.3,16.8,12.8,21.7,79.2,15.2,11.0,19.5,30.3
Wwe Dr. H. Thanisch Bernkasteler Doctor Riesling Kabinett,89,2011,12.1,7.2,16.8,15.7,13.8,8.2,19.2,19.6,15.4,11.2,19.8,101.9,14.7,10.8,18.9,34.3,16.8,12.8,21.7,79.2,15.2,11.0,19.5,30.3
Albert Boxler Riesling Sommerberg,92,2011,12.1,7.2,16.8,15.7,13.8,8.2,19.2,19.6,15.4,11.2,19.8,101.9,14.7,10.8,18.9,34.3,16.8,12.8,21.7,79.2,15.2,11.0,19.5,30.3
Weingut Prager Klaus Riesling Smaragd,92,2011,12.1,7.2,16.8,15.7,13.8,8.2,19.2,19.6,15.4,11.2,19.8,101.9,14.7,10.8,18.9,34.3,16.8,12.8,21.7,79.2,15.2,11.0,19.5,30.3
Hugel & Fils Riesling 'Grossi Laue',92,2011,12.1,7.2,16.8,15.7,13.8,8.2,19.2,19.6,15.4,11.2,19.8,101.9,14.7,10.8,18.9,34.3,16.8,12.8,21.7,79.2,15.2,11.0,19.5,30.3
F E Trimbach Riesling Geisberg,91,2011,12.1,7.2,16.8,15.7,13.8,8.2,19.2,19.6,15.4,11.2,19.8,101.9,14.7,10.8,18.9,34.3,16.8,12.8,21.7,79.2,15.2,11.0,19.5,30.3
Hugel & Fils Riesling,88,2011,12.1,7.2,16.8,15.7,13.8,8.2,19.2,19.6,15.4,11.2,19.8,101.9,14.7,10.8,18.9,34.3,16.8,12.8,21.7,79.2,15.2,11.0,19.5,30.3
Weingut Leo Alzinger Loibner Steinertal Riesling Smaragd,94,2011,12.1,7.2,16.8,15.7,13.8,8.2,19.2,19.6,15.4,11.2,19.8,101.9,14.7,10.8,18.9,34.3,16.8,12.8,21.7,79.2,15.2,11.0,19.5,30.3
Domaines Schlumberger Riesling Saering,91,2011,12.1,7.2,16.8,15.7,13.8,8.2,19.2,19.6,15.4,11.2,19.8,101.9,14.7,10.8,18.9,34.3,16.8,12.8,21.7,79.2,15.2,11.0,19.5,30.3
Forstmeister Geltz-Zilliken Saarburger Rausch Riesling Auslese,94,2011,12.1,7.2,16.8,15.7,13.8,8.2,19.2,19.6,15.4,11.2,19.8,101.9,14.7,10.8,18.9,34.3,16.8,12.8,21.7,79.2,15.2,11.0,19.5,30.3
Charles Smith Wines 'Kung Fu Girl' Riesling,89,2011,12.1,7.2,16.8,15.7,13.8,8.2,19.2,19.6,15.4,11.2,19.8,101.9,14.7,10.8,18.9,34.3,16.8,12.8,21.7,79.2,15.2,11.0,19.5,30.3
Weingut Emmerich Knoll Ried Loibenberg Riesling Smaragd,91,2011,12.1,7.2,16.8,15.7,13.8,8.2,19.2,19.6,15.4,11.2,19.8,101.9,14.7,10.8,18.9,34.3,16.8,12.8,21.7,79.2,15.2,11.0,19.5,30.3
Weingut Prager Wachstum Bodenstein Riesling Smaragd,93,2011,12.1,7.2,16.8,15.7,13.8,8.2,19.2,19.6,15.4,11.2,19.8,101.9,14.7,10.8,18.9,34.3,16.8,12.8,21.7,79.2,15.2,11.0,19.5,30.3
Weingut Robert Weil Kiedricher Grafenberg Riesling Trockenbeerenauslese,94,2011,12.1,7.2,16.8,15.7,13.8,8.2,19.2,19.6,15.4,11.2,19.8,101.9,14.7,10.8,18.9,34.3,16.8,12.8,21.7,79.2,15.2,11.0,19.5,30.3
Schloss Lieser-Thomas Haag Lieserer Niederberg Helden Riesling Grosses Gewachs,91,2011,12.1,7.2,16.8,15.7,13.8,8.2,19.2,19.6,15.4,11.2,19.8,101.9,14.7,10.8,18.9,34.3,16.8,12.8,21.7,79.2,15.2,11.0,19.5,30.3
Hugel & Fils Riesling Schoelhammer,90,2011,12.1,7.2,16.8,15.7,13.8,8.2,19.2,19.6,15.4,11.2,19.8,101.9,14.7,10.8,18.9,34.3,16.8,12.8,21.7,79.2,15.2,11.0,19.5,30.3
Fritz Haag Brauneberger Juffer Riesling Grosses Gewachs,91,2011,12.1,7.2,16.8,15.7,13.8,8.2,19.2,19.6,15.4,11.2,19.8,101.9,14.7,10.8,18.9,34.3,16.8,12.8,21.7,79.2,15.2,11.0,19.5,30.3
Weingut Willi Schaefer Graacher Domprobst Riesling Spatlese,91,2011,12.1,7.2,16.8,15.7,13.8,8.2,19.2,19.6,15.4,11.2,19.8,101.9,14.7,10.8,18.9,34.3,16.8,12.8,21.7,79.2,15.2,11.0,19.5,30.3
Weingut St. Urbans-Hof Nik Weis Selection 'Urban Riesling',87,2011,12.1,7.2,16.8,15.7,13.8,8.2,19.2,19.6,15.4,11.2,19.8,101.9,14.7,10.8,18.9,34.3,16.8,12.8,21.7,79.2,15.2,11.0,19.5,30.3
Albert Boxler Riesling Brand,92,2011,12.1,7.2,16.8,15.7,13.8,8.2,19.2,19.6,15.4,11.2,19.8,101.9,14.7,10.8,18.9,34.3,16.8,12.8,21.7,79.2,15.2,11.0,19.5,30.3
Domaine Andre Kientzler Riesling Geisberg,93,2011,12.1,7.2,16.8,15.7,13.8,8.2,19.2,19.6,15.4,11.2,19.8,101.9,14.7,10.8,18.9,34.3,16.8,12.8,21.7,79.2,15.2,11.0,19.5,30.3
Joh. Jos. Prum Zeltinger Sonnenuhr Riesling Auslese,93,2012,7.0,3.2,11.1,63.4,13.6,8.9,18.4,63.8,14.2,10.5,18.4,119.9,16.2,12.2,20.2,64.4,18.2,13.4,22.9,44.6,13.1,9.0,17.4,36.2
Weingut Turk Kremser Wachtberg Riesling Erste Lage,89,2012,7.0,3.2,11.1,63.4,13.6,8.9,18.4,63.8,14.2,10.5,18.4,119.9,16.2,12.2,20.2,64.4,18.2,13.4,22.9,44.6,13.1,9.0,17.4,36.2
F E Trimbach Riesling Clos Sainte Hune,95,2014,10.6,6.2,15.3,15.5,11.5,7.3,16.0,71.2,15.4,10.8,20.6,31.9,18.0,14.0,22.7,144.8,14.5,10.9,18.7,98.0,13.9,10.7,17.8,21.4
Egon Muller Scharzhofberger Riesling Kabinett,91,2014,10.6,6.2,15.3,15.5,11.5,7.3,16.0,71.2,15.4,10.8,20.6,31.9,18.0,14.0,22.7,144.8,14.5,10.9,18.7,98.0,13.9,10.7,17.8,21.4
Weingut Keller G-Max Riesling Trocken,95,2014,10.6,6.2,15.3,15.5,11.5,7.3,16.0,71.2,15.4,10.8,20.6,31.9,18.0,14.0,22.7,144.8,14.5,10.9,18.7,98.0,13.9,10.7,17.8,21.4
Weingut Keller Westhofener Brunnenhauschen Abts Erde Riesling Grosses Gewachs,95,2014,10.6,6.2,15.3,15.5,11.5,7.3,16.0,71.2,15.4,10.8,20.6,31.9,18.0,14.0,22.7,144.8,14.5,10.9,18.7,98.0,13.9,10.7,17.8,21.4
Egon Muller Scharzhofberger Riesling Spatlese,94,2014,10.6,6.2,15.3,15.5,11.5,7.3,16.0,71.2,15.4,10.8,20.6,31.9,18.0,14.0,22.7,144.8,14.5,10.9,18.7,98.0,13.9,10.7,17.8,21.4
Weingut Keller Dalsheimer Hubacker Riesling Grosses Gewachs,92,2014,10.6,6.2,15.3,15.5,11.5,7.3,16.0,71.2,15.4,10.8,20.6,31.9,18.0,14.0,22.7,144.8,14.5,10.9,18.7,98.0,13.9,10.7,17.8,21.4
Egon Muller Scharzhofberger Riesling Auslese,95,2014,10.6,6.2,15.3,15.5,11.5,7.3,16.0,71.2,15.4,10.8,20.6,31.9,18.0,14.0,22.7,144.8,14.5,10.9,18.7,98.0,13.9,10.7,17.8,21.4
F E Trimbach Riesling Cuvee Frederic Emile,94,2014,10.6,6.2,15.3,15.5,11.5,7.3,16.0,71.2,15.4,10.8,20.6,31.9,18.0,14.0,22.7,144.8,14.5,10.9,18.7,98.0,13.9,10.7,17.8,21.4
Weingut Keller Westhofener Kirchspiel Riesling Grosses Gewachs,92,2014,10.6,6.2,15.3,15.5,11.5,7.3,16.0,71.2,15.4,10.8,20.6,31.9,18.0,14.0,22.7,144.8,14.5,10.9,18.7,98.0,13.9,10.7,17.8,21.4
Loosen Bros Dr. L Riesling,86,2014,10.6,6.2,15.3,15.5,11.5,7.3,16.0,71.2,15.4,10.8,20.6,31.9,18.0,14.0,22.7,144.8,14.5,10.9,18.7,98.0,13.9,10.7,17.8,21.4
Joh. Jos. Prum Wehlener Sonnenuhr Riesling Spatlese,93,2014,10.6,6.2,15.3,15.5,11.5,7.3,16.0,71.2,15.4,10.8,20.6,31.9,18.0,14.0,22.7,144.8,14.5,10.9,18.7,98.0,13.9,10.7,17.8,21.4
Joh. Jos. Prum Wehlener Sonnenuhr Riesling Kabinett,92,2014,10.6,6.2,15.3,15.5,11.5,7.3,16.0,71.2,15.4,10.8,20.6,31.9,18.0,14.0,22.7,144.8,14.5,10.9,18.7,98.0,13.9,10.7,17.8,21.4
Markus Molitor Zeltinger Sonnenuhr Riesling Auslese,96,2014,10.6,6.2,15.3,15.5,11.5,7.3,16.0,71.2,15.4,10.8,20.6,31.9,18.0,14.0,22.7,144.8,14.5,10.9,18.7,98.0,13.9,10.7,17.8,21.4
Egon Muller 'Scharzhof' Riesling,89,2014,10.6,6.2,15.3,15.5,11.5,7.3,16.0,71.2,15.4,10.8,20.6,31.9,18.0,14.0,22.7,144.8,14.5,10.9,18.7,98.0,13.9,10.7,17.8,21.4
Chateau Ste. Michelle Riesling,86,2014,10.6,6.2,15.3,15.5,11.5,7.3,16.0,71.2,15.4,10.8,20.6,31.9,18.0,14.0,22.7,144.8,14.5,10.9,18.7,98.0,13.9,10.7,17.8,21.4
F.X. Pichler Durnsteiner Kellerberg Riesling Smaragd,93,2014,10.6,6.2,15.3,15.5,11.5,7.3,16.0,71.2,15.4,10.8,20.6,31.9,18.0,14.0,22.7,144.8,14.5,10.9,18.7,98.0,13.9,10.7,17.8,21.4
Weingut Robert Weil Kiedricher Grafenberg Riesling Grosses Gewachs,92,2014,10.6,6.2,15.3,15.5,11.5,7.3,16.0,71.2,15.4,10.8,20.6,31.9,18.0,14.0,22.7,144.8,14.5,10.9,18.7,98.0,13.9,10.7,17.8,21.4
F E Trimbach Riesling,89,2014,10.6,6.2,15.3,15.5,11.5,7.3,16.0,71.2,15.4,10.8,20.6,31.9,18.0,14.0,22.7,144.8,14.5,10.9,18.7,98.0,13.9,10.7,17.8,21.4
Weingut Donnhoff Niederhauser Hermannshohle Riesling Spatlese,92,2014,10.6,6.2,15.3,15.5,11.5,7.3,16.0,71.2,15.4,10.8,20.6,31.9,18.0,14.0,22.7,144.8,14.5,10.9,18.7,98.0,13.9,10.7,17.8,21.4
Inniskillin Riesling Icewine,91,2014,10.6,6.2,15.3,15.5,11.5,7.3,16.0,71.2,15.4,10.8,20.6,31.9,18.0,14.0,22.7,144.8,14.5,10.9,18.7,98.0,13.9,10.7,17.8,21.4
Weingut Emrich-Schonleber Monzinger Halenberg Riesling Grosses Gewachs,93,2014,10.6,6.2,15.3,15.5,11.5,7.3,16.0,71.2,15.4,10.8,20.6,31.9,18.0,14.0,22.7,144.8,14.5,10.9,18.7,98.0,13.9,10.7,17.8,21.4
Weingut Keller Westhofener Morstein Riesling Grosses Gewachs,93,2014,10.6,6.2,15.3,15.5,11.5,7.3,16.0,71.2,15.4,10.8,20.6,31.9,18.0,14.0,22.7,144.8,14.5,10.9,18.7,98.0,13.9,10.7,17.8,21.4
Joh. Jos. Prum Graacher Himmelreich Riesling Auslese Goldkapsel,94,2014,10.6,6.2,15.3,15.5,11.5,7.3,16.0,71.2,15.4,10.8,20.6,31.9,18.0,14.0,22.7,144.8,14.5,10.9,18.7,98.0,13.9,10.7,17.8,21.4
Joh. Jos. Prum Graacher Himmelreich Riesling Spatlese,92,2014,10.6,6.2,15.3,15.5,11.5,7.3,16.0,71.2,15.4,10.8,20.6,31.9,18.0,14.0,22.7,144.8,14.5,10.9,18.7,98.0,13.9,10.7,17.8,21.4
Egon Muller 'Le Gallais' Wiltinger Braune Kupp Riesling Spatlese,94,2014,10.6,6.2,15.3,15.5,11.5,7.3,16.0,71.2,15.4,10.8,20.6,31.9,18.0,14.0,22.7,144.8,14.5,10.9,18.7,98.0,13.9,10.7,17.8,21.4
Weingut Donnhoff Oberhauser Leistenberg Riesling Kabinett,90,2014,10.6,6.2,15.3,15.5,11.5,7.3,16.0,71.2,15.4,10.8,20.6,31.9,18.0,14.0,22.7,144.8,14.5,10.9,18.7,98.0,13.9,10.7,17.8,21.4
Joh. Jos. Prum Graacher Himmelreich Riesling Auslese,92,2014,10.6,6.2,15.3,15.5,11.5,7.3,16.0,71.2,15.4,10.8,20.6,31.9,18.0,14.0,22.7,144.8,14.5,10.9,18.7,98.0,13.9,10.7,17.8,21.4
Van Volxem Scharzhofberger 'P' Pergentsknopp' Riesling Grosses Gewachs,92,2014,10.6,6.2,15.3,15.5,11.5,7.3,16.0,71.2,15.4,10.8,20.6,31.9,18.0,14.0,22.7,144.8,14.5,10.9,18.7,98.0,13.9,10.7,17.8,21.4
Chateau Ste. Michelle & Dr. Loosen 'Eroica' Riesling,89,2014,10.6,6.2,15.3,15.5,11.5,7.3,16.0,71.2,15.4,10.8,20.6,31.9,18.0,14.0,22.7,144.8,14.5,10.9,18.7,98.0,13.9,10.7,17.8,21.4
Schloss Gobelsburg Heiligenstein Riesling Reserve Erste OTW Lage,93,2014,10.6,6.2,15.3,15.5,11.5,7.3,16.0,71.2,15.4,10.8,20.6,31.9,18.0,14.0,22.7,144.8,14.5,10.9,18.7,98.0,13.9,10.7,17.8,21.4
Weingut Brundlmayer Zobinger Heiligenstein Alte Reben Reserve Riesling,94,2014,10.6,6.2,15.3,15.5,11.5,7.3,16.0,71.2,15.4,10.8,20.6,31.9,18.0,14.0,22.7,144.8,14.5,10.9,18.7,98.0,13.9,10.7,17.8,21.4
Egon Muller 'Le Gallais' Wiltinger Braune Kupp Riesling Kabinett,91,2014,10.6,6.2,15.3,15.5,11.5,7.3,16.0,71.2,15.4,10.8,20.6,31.9,18.0,14.0,22.7,144.8,14.5,10.9,18.7,98.0,13.9,10.7,17.8,21.4
Weingut Keller Nierstein Hipping Riesling Grosses Gewachs,94,2014,10.6,6.2,15.3,15.5,11.5,7.3,16.0,71.2,15.4,10.8,20.6,31.9,18.0,14.0,22.7,144.8,14.5,10.9,18.7,98.0,13.9,10.7,17.8,21.4
Weingut Donnhoff Oberhauser Brucke Riesling Spatlese,92,2014,10.6,6.2,15.3,15.5,11.5,7.3,16.0,71.2,15.4,10.8,20.6,31.9,18.0,14.0,22.7,144.8,14.5,10.9,18.7,98.0,13.9,10.7,17.8,21.4
Weingut Keller Niersteiner Pettenthal Riesling Grosses Gewachs,93,2014,10.6,6.2,15.3,15.5,11.5,7.3,16.0,71.2,15.4,10.8,20.6,31.9,18.0,14.0,22.7,144.8,14.5,10.9,18.7,98.0,13.9,10.7,17.8,21.4
Weingut Donnhoff Norheimer Kirschheck Riesling Spatlese,91,2014,10.6,6.2,15.3,15.5,11.5,7.3,16.0,71.2,15.4,10.8,20.6,31.9,18.0,14.0,22.7,144.8,14.5,10.9,18.7,98.0,13.9,10.7,17.8,21.4
Weingut Prager Klaus Riesling Smaragd,92,2014,10.6,6.2,15.3,15.5,11.5,7.3,16.0,71.2,15.4,10.8,20.6,31.9,18.0,14.0,22.7,144.8,14.5,10.9,18.7,98.0,13.9,10.7,17.8,21.4
Forstmeister Geltz-Zilliken Saarburger Rausch Riesling Spatlese,91,2014,10.6,6.2,15.3,15.5,11.5,7.3,16.0,71.2,15.4,10.8,20.6,31.9,18.0,14.0,22.7,144.8,14.5,10.9,18.7,98.0,13.9,10.7,17.8,21.4
F E Trimbach Riesling Geisberg,93,2014,10.6,6.2,15.3,15.5,11.5,7.3,16.0,71.2,15.4,10.8,20.6,31.9,18.0,14.0,22.7,144.8,14.5,10.9,18.7,98.0,13.9,10.7,17.8,21.4
Hugel & Fils Riesling,89,2014,10.6,6.2,15.3,15.5,11.5,7.3,16.0,71.2,15.4,10.8,20.6,31.9,18.0,14.0,22.7,144.8,14.5,10.9,18.7,98.0,13.9,10.7,17.8,21.4
F E Trimbach Riesling Reserve,90,2014,10.6,6.2,15.3,15.5,11.5,7.3,16.0,71.2,15.4,10.8,20.6,31.9,18.0,14.0,22.7,144.8,14.5,10.9,18.7,98.0,13.9,10.7,17.8,21.4
Forstmeister Geltz-Zilliken Saarburger Rausch Riesling Auslese,93,2014,10.6,6.2,15.3,15.5,11.5,7.3,16.0,71.2,15.4,10.8,20.6,31.9,18.0,14.0,22.7,144.8,14.5,10.9,18.7,98.0,13.9,10.7,17.8,21.4
Charles Smith Wines 'Kung Fu Girl' Riesling,89,2014,10.6,6.2,15.3,15.5,11.5,7.3,16.0,71.2,15.4,10.8,20.6,31.9,18.0,14.0,22.7,144.8,14.5,10.9,18.7,98.0,13.9,10.7,17.8,21.4
Weingut Emmerich Knoll Ried Loibenberg Riesling Smaragd,93,2014,10.6,6.2,15.3,15.5,11.5,7.3,16.0,71.2,15.4,10.8,20.6,31.9,18.0,14.0,22.7,144.8,14.5,10.9,18.7,98.0,13.9,10.7,17.8,21.4
Relax Riesling,87,2014,10.6,6.2,15.3,15.5,11.5,7.3,16.0,71.2,15.4,10.8,20.6,31.9,18.0,14.0,22.7,144.8,14.5,10.9,18.7,98.0,13.9,10.7,17.8,21.4
Moselland Ars Vitis Riesling,82,2014,10.6,6.2,15.3,15.5,11.5,7.3,16.0,71.2,15.4,10.8,20.6,31.9,18.0,14.0,22.7,144.8,14.5,10.9,18.7,98.0,13.9,10.7,17.8,21.4
Weingut Prager Wachstum Bodenstein Riesling Smaragd,91,2014,10.6,6.2,15.3,15.5,11.5,7.3,16.0,71.2,15.4,10.8,20.6,31.9,18.0,14.0,22.7,144.8,14.5,10.9,18.7,98.0,13.9,10.7,17.8,21.4
Ravines Wine Cellars Dry Riesling,89,2014,10.6,6.2,15.3,15.5,11.5,7.3,16.0,71.2,15.4,10.8,20.6,31.9,18.0,14.0,22.7,144.8,14.5,10.9,18.7,98.0,13.9,10.7,17.8,21.4
F.X. Pichler Loibner Loibenberg Riesling Smaragd,93,2014,10.6,6.2,15.3,15.5,11.5,7.3,16.0,71.2,15.4,10.8,20.6,31.9,18.0,14.0,22.7,144.8,14.5,10.9,18.7,98.0,13.9,10.7,17.8,21.4
August Kesseler 'R' Riesling Kabinett,87,2014,10.6,6.2,15.3,15.5,11.5,7.3,16.0,71.2,15.4,10.8,20.6,31.9,18.0,14.0,22.7,144.8,14.5,10.9,18.7,98.0,13.9,10.7,17.8,21.4
Egon Muller Scharzhofberger Riesling Kabinett,93,2015,8.6,3.7,13.5,48.7,11.6,6.9,16.3,21.6,15.1,10.2,19.8,46.4,18.9,13.7,24.5,36.2,18.6,13.5,23.9,75.2,11.6,8.3,15.6,110.6
Weingut Keller G-Max Riesling Trocken,95,2015,8.6,3.7,13.5,48.7,11.6,6.9,16.3,21.6,15.1,10.2,19.8,46.4,18.9,13.7,24.5,36.2,18.6,13.5,23.9,75.2,11.6,8.3,15.6,110.6
Weingut Keller Westhofener Brunnenhauschen Abts Erde Riesling Grosses Gewachs,95,2015,8.6,3.7,13.5,48.7,11.6,6.9,16.3,21.6,15.1,10.2,19.8,46.4,18.9,13.7,24.5,36.2,18.6,13.5,23.9,75.2,11.6,8.3,15.6,110.6
Egon Muller Scharzhofberger Riesling Spatlese,94,2015,8.6,3.7,13.5,48.7,11.6,6.9,16.3,21.6,15.1,10.2,19.8,46.4,18.9,13.7,24.5,36.2,18.6,13.5,23.9,75.2,11.6,8.3,15.6,110.6
Joh. Jos. Prum Wehlener Sonnenuhr Riesling Auslese,94,2015,8.6,3.7,13.5,48.7,11.6,6.9,16.3,21.6,15.1,10.2,19.8,46.4,18.9,13.7,24.5,36.2,18.6,13.5,23.9,75.2,11.6,8.3,15.6,110.6
Weingut Keller Dalsheimer Hubacker Riesling Grosses Gewachs,93,2015,8.6,3.7,13.5,48.7,11.6,6.9,16.3,21.6,15.1,10.2,19.8,46.4,18.9,13.7,24.5,36.2,18.6,13.5,23.9,75.2,11.6,8.3,15.6,110.6
Egon Muller Scharzhofberger Riesling Auslese,95,2015,8.6,3.7,13.5,48.7,11.6,6.9,16.3,21.6,15.1,10.2,19.8,46.4,18.9,13.7,24.5,36.2,18.6,13.5,23.9,75.2,11.6,8.3,15.6,110.6
Weingut Keller Westhofener Kirchspiel Riesling Grosses Gewachs,93,2015,8.6,3.7,13.5,48.7,11.6,6.9,16.3,21.6,15.1,10.2,19.8,46.4,18.9,13.7,24.5,36.2,18.6,13.5,23.9,75.2,11.6,8.3,15.6,110.6
Joh. Jos. Prum Wehlener Sonnenuhr Riesling Auslese Goldkapsel,95,2015,8.6,3.7,13.5,48.7,11.6,6.9,16.3,21.6,15.1,10.2,19.8,46.4,18.9,13.7,24.5,36.2,18.6,13.5,23.9,75.2,11.6,8.3,15.6,110.6
Loosen Bros Dr. L Riesling,86,2015,8.6,3.7,13.5,48.7,11.6,6.9,16.3,21.6,15.1,10.2,19.8,46.4,18.9,13.7,24.5,36.2,18.6,13.5,23.9,75.2,11.6,8.3,15.6,110.6
Joh. Jos. Prum Wehlener Sonnenuhr Riesling Spatlese,93,2015,8.6,3.7,13.5,48.7,11.6,6.9,16.3,21.6,15.1,10.2,19.8,46.4,18.9,13.7,24.5,36.2,18.6,13.5,23.9,75.2,11.6,8.3,15.6,110.6
Weingut Wittmann Morstein Riesling Grosses Gewachs,93,2015,8.6,3.7,13.5,48.7,11.6,6.9,16.3,21.6,15.1,10.2,19.8,46.4,18.9,13.7,24.5,36.2,18.6,13.5,23.9,75.2,11.6,8.3,15.6,110.6
Joh. Jos. Prum Wehlener Sonnenuhr Riesling Kabinett,92,2015,8.6,3.7,13.5,48.7,11.6,6.9,16.3,21.6,15.1,10.2,19.8,46.4,18.9,13.7,24.5,36.2,18.6,13.5,23.9,75.2,11.6,8.3,15.6,110.6
Markus Molitor Zeltinger Sonnenuhr Riesling Auslese,95,2015,8.6,3.7,13.5,48.7,11.6,6.9,16.3,21.6,15.1,10.2,19.8,46.4,18.9,13.7,24.5,36.2,18.6,13.5,23.9,75.2,11.6,8.3,15.6,110.6
Egon Muller 'Scharzhof' Riesling,91,2015,8.6,3.7,13.5,48.7,11.6,6.9,16.3,21.6,15.1,10.2,19.8,46.4,18.9,13.7,24.5,36.2,18.6,13.5,23.9,75.2,11.6,8.3,15.6,110.6
Domaine Zind-Humbrecht Riesling Rangen de Thann Clos Saint Urbain,94,2015,8.6,3.7,13.5,48.7,11.6,6.9,16.3,21.6,15.1,10.2,19.8,46.4,18.9,13.7,24.5,36.2,18.6,13.5,23.9,75.2,11.6,8.3,15.6,110.6
Chateau Ste. Michelle Riesling,87,2015,8.6,3.7,13.5,48.7,11.6,6.9,16.3,21.6,15.1,10.2,19.8,46.4,18.9,13.7,24.5,36.2,18.6,13.5,23.9,75.2,11.6,8.3,15.6,110.6
Weingut Robert Weil Kiedricher Grafenberg Riesling Grosses Gewachs,93,2015,8.6,3.7,13.5,48.7,11.6,6.9,16.3,21.6,15.1,10.2,19.8,46.4,18.9,13.7,24.5,36.2,18.6,13.5,23.9,75.2,11.6,8.3,15.6,110.6
F E Trimbach Riesling,89,2015,8.6,3.7,13.5,48.7,11.6,6.9,16.3,21.6,15.1,10.2,19.8,46.4,18.9,13.7,24.5,36.2,18.6,13.5,23.9,75.2,11.6,8.3,15.6,110.6
Joh. Jos. Prum Graacher Himmelreich Riesling Kabinett,91,2015,8.6,3.7,13.5,48.7,11.6,6.9,16.3,21.6,15.1,10.2,19.8,46.4,18.9,13.7,24.5,36.2,18.6,13.5,23.9,75.2,11.6,8.3,15.6,110.6
Weingut Donnhoff Niederhauser Hermannshohle Riesling Spatlese,92,2015,8.6,3.7,13.5,48.7,11.6,6.9,16.3,21.6,15.1,10.2,19.8,46.4,18.9,13.7,24.5,36.2,18.6,13.5,23.9,75.2,11.6,8.3,15.6,110.6
Inniskillin Riesling Icewine,92,2015,8.6,3.7,13.5,48.7,11.6,6.9,16.3,21.6,15.1,10.2,19.8,46.4,18.9,13.7,24.5,36.2,18.6,13.5,23.9,75.2,11.6,8.3,15.6,110.6
Domaine Weinbach Riesling Schlossberg Cuvee Sainte Catherine,94,2015,8.6,3.7,13.5,48.7,11.6,6.9,16.3,21.6,15.1,10.2,19.8,46.4,18.9,13.7,24.5,36.2,18.6,13.5,23.9,75.2,11.6,8.3,15.6,110.6
Weingut Donnhoff Niederhauser Hermannshohle Riesling Auslese Goldkapsel,93,2015,8.6,3.7,13.5,48.7,11.6,6.9,16.3,21.6,15.1,10.2,19.8,46.4,18.9,13.7,24.5,36.2,18.6,13.5,23.9,75.2,11.6,8.3,15.6,110.6
Domaine Zind-Humbrecht Riesling Brand,94,2015,8.6,3.7,13.5,48.7,11.6,6.9,16.3,21.6,15.1,10.2,19.8,46.4,18.9,13.7,24.5,36.2,18.6,13.5,23.9,75.2,11.6,8.3,15.6,110.6
Weingut Keller Westhofener Morstein Riesling Grosses Gewachs,95,2015,8.6,3.7,13.5,48.7,11.6,6.9,16.3,21.6,15.1,10.2,19.8,46.4,18.9,13.7,24.5,36.2,18.6,13.5,23.9,75.2,11.6,8.3,15.6,110.6
Pewsey Vale Dry Riesling,92,2015,8.6,3.7,13.5,48.7,11.6,6.9,16.3,21.6,15.1,10.2,19.8,46.4,18.9,13.7,24.5,36.2,18.6,13.5,23.9,75.2,11.6,8.3,15.6,110.6
Markus Molitor Wehlener Sonnenuhr Riesling Auslese,96,2015,8.6,3.7,13.5,48.7,11.6,6.9,16.3,21.6,15.1,10.2,19.8,46.4,18.9,13.7,24.5,36.2,18.6,13.5,23.9,75.2,11.6,8.3,15.6,110.6
Joh. Jos. Prum Graacher Himmelreich Riesling Auslese Goldkapsel,94,2015,8.6,3.7,13.5,48.7,11.6,6.9,16.3,21.6,15.1,10.2,19.8,46.4,18.9,13.7,24.5,36.2,18.6,13.5,23.9,75.2,11.6,8.3,15.6,110.6
Joh. Jos. Prum Graacher Himmelreich Riesling Spatlese,93,2015,8.6,3.7,13.5,48.7,11.6,6.9,16.3,21.6,15.1,10.2,19.8,46.4,18.9,13.7,24.5,36.2,18.6,13.5,23.9,75.2,11.6,8.3,15.6,110.6
Egon Muller 'Le Gallais' Wiltinger Braune Kupp Riesling Spatlese,93,2015,8.6,3.7,13.5,48.7,11.6,6.9,16.3,21.6,15.1,10.2,19.8,46.4,18.9,13.7,24.5,36.2,18.6,13.5,23.9,75.2,11.6,8.3,15.6,110.6
Dr. Loosen Wehlener Sonnenuhr Alte Reben Riesling Grosses Gewachs,93,2015,8.6,3.7,13.5,48.7,11.6,6.9,16.3,21.6,15.1,10.2,19.8,46.4,18.9,13.7,24.5,36.2,18.6,13.5,23.9,75.2,11.6,8.3,15.6,110.6
