Name;Rating;Region;Year;0tavg;1tmin;2tmax;3prcp;4tavg;5tmin;6tmax;7prcp;8tavg;9tmin;10tmax;11prcp;12tavg;13tmin;14tmax;15prcp;16tavg;17tmin;18tmax;19prcp;20tavg;21tmin;22tmax;23prcp;Predictions
 Chateau Batailley Grand Cru;87;Pauillac  France;1975;10.6;5.9;16.02.2022;70.0;14.0;9.0;19.0;50.0;18.0;12.4;23.8;23.0;20.7;13.7;27.6;11.0;21.0;15.5;27.5;51.0;17.02.2022;12.1;23.4;120.0;87.26
 Chateau Haut-Batailley;89;Pauillac  France;1975;10.6;5.9;16.02.2022;70.0;14.0;9.0;19.0;50.0;18.0;12.4;23.8;23.0;20.7;13.7;27.6;11.0;21.0;15.5;27.5;51.0;17.02.2022;12.1;23.4;120.0;88.44
 Chateau Haut-Bages Liberal;89;Pauillac  France;1975;10.6;5.9;16.02.2022;70.0;14.0;9.0;19.0;50.0;18.0;12.4;23.8;23.0;20.7;13.7;27.6;11.0;21.0;15.5;27.5;51.0;17.02.2022;12.1;23.4;120.0;88.42
 Chateau Grand-Puy Ducasse;84;Pauillac  France;1975;10.6;5.9;16.02.2022;70.0;14.0;9.0;19.0;50.0;18.0;12.4;23.8;23.0;20.7;13.7;27.6;11.0;21.0;15.5;27.5;51.0;17.02.2022;12.1;23.4;120.0;85.26
Chateau Mouton Rothschild;96;Pauillac  France;1975;10.6;5.9;16.02.2022;70.0;14.0;9.0;19.0;50.0;18.0;12.4;23.8;23.0;20.7;13.7;27.6;11.0;21.0;15.5;27.5;51.0;17.02.2022;12.1;23.4;120.0;96.0
Chateau Lafite Rothschild;95;Pauillac  France;1975;10.6;5.9;16.02.2022;70.0;14.0;9.0;19.0;50.0;18.0;12.4;23.8;23.0;20.7;13.7;27.6;11.0;21.0;15.5;27.5;51.0;17.02.2022;12.1;23.4;120.0;95.0
Chateau Latour;96;Pauillac  France;1975;10.6;5.9;16.02.2022;70.0;14.0;9.0;19.0;50.0;18.0;12.4;23.8;23.0;20.7;13.7;27.6;11.0;21.0;15.5;27.5;51.0;17.02.2022;12.1;23.4;120.0;96.0
Chateau Pontet-Canet;95;Pauillac  France;1975;10.6;5.9;16.02.2022;70.0;14.0;9.0;19.0;50.0;18.0;12.4;23.8;23.0;20.7;13.7;27.6;11.0;21.0;15.5;27.5;51.0;17.02.2022;12.1;23.4;120.0;95.0
Chateau Lynch-Bages;93;Pauillac  France;1975;10.6;5.9;16.02.2022;70.0;14.0;9.0;19.0;50.0;18.0;12.4;23.8;23.0;20.7;13.7;27.6;11.0;21.0;15.5;27.5;51.0;17.02.2022;12.1;23.4;120.0;93.0
Chateau Pichon Longueville Comtesse de Lalande;94;Pauillac  France;1975;10.6;5.9;16.02.2022;70.0;14.0;9.0;19.0;50.0;18.0;12.4;23.8;23.0;20.7;13.7;27.6;11.0;21.0;15.5;27.5;51.0;17.02.2022;12.1;23.4;120.0;94.0
Chateau Pichon-Longueville au Baron de Pichon-Longueville;94;Pauillac  France;1975;10.6;5.9;16.02.2022;70.0;14.0;9.0;19.0;50.0;18.0;12.4;23.8;23.0;20.7;13.7;27.6;11.0;21.0;15.5;27.5;51.0;17.02.2022;12.1;23.4;120.0;94.0
Chateau Grand-Puy-Lacoste;92;Pauillac  France;1975;10.6;5.9;16.02.2022;70.0;14.0;9.0;19.0;50.0;18.0;12.4;23.8;23.0;20.7;13.7;27.6;11.0;21.0;15.5;27.5;51.0;17.02.2022;12.1;23.4;120.0;92.0
Chateau Lafite Rothschild 'Carruades de Lafite';91;Pauillac  France;1975;10.6;5.9;16.02.2022;70.0;14.0;9.0;19.0;50.0;18.0;12.4;23.8;23.0;20.7;13.7;27.6;11.0;21.0;15.5;27.5;51.0;17.02.2022;12.1;23.4;120.0;91.0
Chateau Duhart-Milon;91;Pauillac  France;1975;10.6;5.9;16.02.2022;70.0;14.0;9.0;19.0;50.0;18.0;12.4;23.8;23.0;20.7;13.7;27.6;11.0;21.0;15.5;27.5;51.0;17.02.2022;12.1;23.4;120.0;91.0
Baron Philippe de Rothschild Chateau d'Armailhac;91;Pauillac  France;1975;10.6;5.9;16.02.2022;70.0;14.0;9.0;19.0;50.0;18.0;12.4;23.8;23.0;20.7;13.7;27.6;11.0;21.0;15.5;27.5;51.0;17.02.2022;12.1;23.4;120.0;91.0
Chateau Mouton Rothschild;96;Pauillac  France;1976;11.0;5.6;16.08.2022;38.0;15.2;8.9;21.4;26.0;21.7;13.8;29.3;2.0;21.3;15.1;27.8;113.0;20.6;14.8;27.0;136.0;16.01.2022;11.5;21.7;111.0;96.0
Chateau Lafite Rothschild;95;Pauillac  France;1976;11.0;5.6;16.08.2022;38.0;15.2;8.9;21.4;26.0;21.7;13.8;29.3;2.0;21.3;15.1;27.8;113.0;20.6;14.8;27.0;136.0;16.01.2022;11.5;21.7;111.0;95.0
Chateau Latour;96;Pauillac  France;1976;11.0;5.6;16.08.2022;38.0;15.2;8.9;21.4;26.0;21.7;13.8;29.3;2.0;21.3;15.1;27.8;113.0;20.6;14.8;27.0;136.0;16.01.2022;11.5;21.7;111.0;96.0
Chateau Pontet-Canet;95;Pauillac  France;1976;11.0;5.6;16.08.2022;38.0;15.2;8.9;21.4;26.0;21.7;13.8;29.3;2.0;21.3;15.1;27.8;113.0;20.6;14.8;27.0;136.0;16.01.2022;11.5;21.7;111.0;95.0
Chateau Lynch-Bages;93;Pauillac  France;1976;11.0;5.6;16.08.2022;38.0;15.2;8.9;21.4;26.0;21.7;13.8;29.3;2.0;21.3;15.1;27.8;113.0;20.6;14.8;27.0;136.0;16.01.2022;11.5;21.7;111.0;93.0
Chateau Pichon Longueville Comtesse de Lalande;94;Pauillac  France;1976;11.0;5.6;16.08.2022;38.0;15.2;8.9;21.4;26.0;21.7;13.8;29.3;2.0;21.3;15.1;27.8;113.0;20.6;14.8;27.0;136.0;16.01.2022;11.5;21.7;111.0;94.0
Chateau Pichon-Longueville au Baron de Pichon-Longueville;94;Pauillac  France;1976;11.0;5.6;16.08.2022;38.0;15.2;8.9;21.4;26.0;21.7;13.8;29.3;2.0;21.3;15.1;27.8;113.0;20.6;14.8;27.0;136.0;16.01.2022;11.5;21.7;111.0;94.0
Chateau Grand-Puy-Lacoste;92;Pauillac  France;1976;11.0;5.6;16.08.2022;38.0;15.2;8.9;21.4;26.0;21.7;13.8;29.3;2.0;21.3;15.1;27.8;113.0;20.6;14.8;27.0;136.0;16.01.2022;11.5;21.7;111.0;92.0
Chateau Lafite Rothschild 'Carruades de Lafite';91;Pauillac  France;1976;11.0;5.6;16.08.2022;38.0;15.2;8.9;21.4;26.0;21.7;13.8;29.3;2.0;21.3;15.1;27.8;113.0;20.6;14.8;27.0;136.0;16.01.2022;11.5;21.7;111.0;91.0
Chateau Duhart-Milon;91;Pauillac  France;1976;11.0;5.6;16.08.2022;38.0;15.2;8.9;21.4;26.0;21.7;13.8;29.3;2.0;21.3;15.1;27.8;113.0;20.6;14.8;27.0;136.0;16.01.2022;11.5;21.7;111.0;91.0
Baron Philippe de Rothschild Chateau d'Armailhac;91;Pauillac  France;1976;11.0;5.6;16.08.2022;38.0;15.2;8.9;21.4;26.0;21.7;13.8;29.3;2.0;21.3;15.1;27.8;113.0;20.6;14.8;27.0;136.0;16.01.2022;11.5;21.7;111.0;91.0
 Chateau Mouton Rothschild;85;Pauillac  France;1977;10.6;6.4;15.03.2022;66.0;13.1;9.3;17.7;91.0;16.3;12.2;21.0;88.0;18.6;14.3;23.4;100.0;18.0;13.3;23.5;83.0;16.08.2022;10.9;23.6;4.0;85.54
 Chateau Lafite Rothschild;91;Pauillac  France;1977;10.6;6.4;15.03.2022;66.0;13.1;9.3;17.7;91.0;16.3;12.2;21.0;88.0;18.6;14.3;23.4;100.0;18.0;13.3;23.5;83.0;16.08.2022;10.9;23.6;4.0;90.28
 Chateau Latour;87;Pauillac  France;1977;10.6;6.4;15.03.2022;66.0;13.1;9.3;17.7;91.0;16.3;12.2;21.0;88.0;18.6;14.3;23.4;100.0;18.0;13.3;23.5;83.0;16.08.2022;10.9;23.6;4.0;88.26
Chateau Mouton Rothschild;96;Pauillac  France;1977;10.6;6.4;15.03.2022;66.0;13.1;9.3;17.7;91.0;16.3;12.2;21.0;88.0;18.6;14.3;23.4;100.0;18.0;13.3;23.5;83.0;16.08.2022;10.9;23.6;4.0;96.0
Chateau Lafite Rothschild;95;Pauillac  France;1977;10.6;6.4;15.03.2022;66.0;13.1;9.3;17.7;91.0;16.3;12.2;21.0;88.0;18.6;14.3;23.4;100.0;18.0;13.3;23.5;83.0;16.08.2022;10.9;23.6;4.0;95.0
Chateau Latour;96;Pauillac  France;1977;10.6;6.4;15.03.2022;66.0;13.1;9.3;17.7;91.0;16.3;12.2;21.0;88.0;18.6;14.3;23.4;100.0;18.0;13.3;23.5;83.0;16.08.2022;10.9;23.6;4.0;96.0
Chateau Pontet-Canet;95;Pauillac  France;1977;10.6;6.4;15.03.2022;66.0;13.1;9.3;17.7;91.0;16.3;12.2;21.0;88.0;18.6;14.3;23.4;100.0;18.0;13.3;23.5;83.0;16.08.2022;10.9;23.6;4.0;95.0
Chateau Lynch-Bages;93;Pauillac  France;1977;10.6;6.4;15.03.2022;66.0;13.1;9.3;17.7;91.0;16.3;12.2;21.0;88.0;18.6;14.3;23.4;100.0;18.0;13.3;23.5;83.0;16.08.2022;10.9;23.6;4.0;93.0
Chateau Pichon Longueville Comtesse de Lalande;94;Pauillac  France;1977;10.6;6.4;15.03.2022;66.0;13.1;9.3;17.7;91.0;16.3;12.2;21.0;88.0;18.6;14.3;23.4;100.0;18.0;13.3;23.5;83.0;16.08.2022;10.9;23.6;4.0;94.0
Chateau Pichon-Longueville au Baron de Pichon-Longueville;94;Pauillac  France;1977;10.6;6.4;15.03.2022;66.0;13.1;9.3;17.7;91.0;16.3;12.2;21.0;88.0;18.6;14.3;23.4;100.0;18.0;13.3;23.5;83.0;16.08.2022;10.9;23.6;4.0;94.0
Chateau Grand-Puy-Lacoste;92;Pauillac  France;1977;10.6;6.4;15.03.2022;66.0;13.1;9.3;17.7;91.0;16.3;12.2;21.0;88.0;18.6;14.3;23.4;100.0;18.0;13.3;23.5;83.0;16.08.2022;10.9;23.6;4.0;92.0
Chateau Lafite Rothschild 'Carruades de Lafite';91;Pauillac  France;1977;10.6;6.4;15.03.2022;66.0;13.1;9.3;17.7;91.0;16.3;12.2;21.0;88.0;18.6;14.3;23.4;100.0;18.0;13.3;23.5;83.0;16.08.2022;10.9;23.6;4.0;91.0
Chateau Duhart-Milon;91;Pauillac  France;1977;10.6;6.4;15.03.2022;66.0;13.1;9.3;17.7;91.0;16.3;12.2;21.0;88.0;18.6;14.3;23.4;100.0;18.0;13.3;23.5;83.0;16.08.2022;10.9;23.6;4.0;91.0
Baron Philippe de Rothschild Chateau d'Armailhac;91;Pauillac  France;1977;10.6;6.4;15.03.2022;66.0;13.1;9.3;17.7;91.0;16.3;12.2;21.0;88.0;18.6;14.3;23.4;100.0;18.0;13.3;23.5;83.0;16.08.2022;10.9;23.6;4.0;91.0
 Chateau Mouton Rothschild;88;Pauillac  France;1978;9.5;5.5;14.02.2022;114.0;13.8;9.7;18.5;62.0;16.6;12.0;21.8;73.0;18.5;13.3;24.2;37.0;19.1;13.3;25.4;14.0;17.06.2022;11.2;24.3;29.0;88.24
 Chateau Latour;92;Pauillac  France;1978;9.5;5.5;14.02.2022;114.0;13.8;9.7;18.5;62.0;16.6;12.0;21.8;73.0;18.5;13.3;24.2;37.0;19.1;13.3;25.4;14.0;17.06.2022;11.2;24.3;29.0;91.32
 Chateau Pontet-Canet;89;Pauillac  France;1978;9.5;5.5;14.02.2022;114.0;13.8;9.7;18.5;62.0;16.6;12.0;21.8;73.0;18.5;13.3;24.2;37.0;19.1;13.3;25.4;14.0;17.06.2022;11.2;24.3;29.0;88.78
 Baron Philippe de Rothschild Chateau d'Armailhac;90;Pauillac  France;1978;9.5;5.5;14.02.2022;114.0;13.8;9.7;18.5;62.0;16.6;12.0;21.8;73.0;18.5;13.3;24.2;37.0;19.1;13.3;25.4;14.0;17.06.2022;11.2;24.3;29.0;90.12
 Chateau Latour 'Les Forts de Latour';90;Pauillac  France;1978;9.5;5.5;14.02.2022;114.0;13.8;9.7;18.5;62.0;16.6;12.0;21.8;73.0;18.5;13.3;24.2;37.0;19.1;13.3;25.4;14.0;17.06.2022;11.2;24.3;29.0;90.02
 Chateau Clerc-Milon;92;Pauillac  France;1978;9.5;5.5;14.02.2022;114.0;13.8;9.7;18.5;62.0;16.6;12.0;21.8;73.0;18.5;13.3;24.2;37.0;19.1;13.3;25.4;14.0;17.06.2022;11.2;24.3;29.0;91.46
 Chateau Haut-Batailley;92;Pauillac  France;1978;9.5;5.5;14.02.2022;114.0;13.8;9.7;18.5;62.0;16.6;12.0;21.8;73.0;18.5;13.3;24.2;37.0;19.1;13.3;25.4;14.0;17.06.2022;11.2;24.3;29.0;91.08
 Chateau Grand-Puy Ducasse;89;Pauillac  France;1978;9.5;5.5;14.02.2022;114.0;13.8;9.7;18.5;62.0;16.6;12.0;21.8;73.0;18.5;13.3;24.2;37.0;19.1;13.3;25.4;14.0;17.06.2022;11.2;24.3;29.0;89.02
 Chateau Fonbadet;86;Pauillac  France;1978;9.5;5.5;14.02.2022;114.0;13.8;9.7;18.5;62.0;16.6;12.0;21.8;73.0;18.5;13.3;24.2;37.0;19.1;13.3;25.4;14.0;17.06.2022;11.2;24.3;29.0;87.32
Chateau Mouton Rothschild;96;Pauillac  France;1978;9.5;5.5;14.02.2022;114.0;13.8;9.7;18.5;62.0;16.6;12.0;21.8;73.0;18.5;13.3;24.2;37.0;19.1;13.3;25.4;14.0;17.06.2022;11.2;24.3;29.0;96.0
Chateau Lafite Rothschild;95;Pauillac  France;1978;9.5;5.5;14.02.2022;114.0;13.8;9.7;18.5;62.0;16.6;12.0;21.8;73.0;18.5;13.3;24.2;37.0;19.1;13.3;25.4;14.0;17.06.2022;11.2;24.3;29.0;95.0
Chateau Latour;96;Pauillac  France;1978;9.5;5.5;14.02.2022;114.0;13.8;9.7;18.5;62.0;16.6;12.0;21.8;73.0;18.5;13.3;24.2;37.0;19.1;13.3;25.4;14.0;17.06.2022;11.2;24.3;29.0;96.0
Chateau Pontet-Canet;95;Pauillac  France;1978;9.5;5.5;14.02.2022;114.0;13.8;9.7;18.5;62.0;16.6;12.0;21.8;73.0;18.5;13.3;24.2;37.0;19.1;13.3;25.4;14.0;17.06.2022;11.2;24.3;29.0;95.0
Chateau Lynch-Bages;93;Pauillac  France;1978;9.5;5.5;14.02.2022;114.0;13.8;9.7;18.5;62.0;16.6;12.0;21.8;73.0;18.5;13.3;24.2;37.0;19.1;13.3;25.4;14.0;17.06.2022;11.2;24.3;29.0;93.0
Chateau Pichon Longueville Comtesse de Lalande;94;Pauillac  France;1978;9.5;5.5;14.02.2022;114.0;13.8;9.7;18.5;62.0;16.6;12.0;21.8;73.0;18.5;13.3;24.2;37.0;19.1;13.3;25.4;14.0;17.06.2022;11.2;24.3;29.0;94.0
Chateau Pichon-Longueville au Baron de Pichon-Longueville;94;Pauillac  France;1978;9.5;5.5;14.02.2022;114.0;13.8;9.7;18.5;62.0;16.6;12.0;21.8;73.0;18.5;13.3;24.2;37.0;19.1;13.3;25.4;14.0;17.06.2022;11.2;24.3;29.0;94.0
Chateau Grand-Puy-Lacoste;92;Pauillac  France;1978;9.5;5.5;14.02.2022;114.0;13.8;9.7;18.5;62.0;16.6;12.0;21.8;73.0;18.5;13.3;24.2;37.0;19.1;13.3;25.4;14.0;17.06.2022;11.2;24.3;29.0;92.0
Chateau Lafite Rothschild 'Carruades de Lafite';91;Pauillac  France;1978;9.5;5.5;14.02.2022;114.0;13.8;9.7;18.5;62.0;16.6;12.0;21.8;73.0;18.5;13.3;24.2;37.0;19.1;13.3;25.4;14.0;17.06.2022;11.2;24.3;29.0;91.0
Chateau Duhart-Milon;91;Pauillac  France;1978;9.5;5.5;14.02.2022;114.0;13.8;9.7;18.5;62.0;16.6;12.0;21.8;73.0;18.5;13.3;24.2;37.0;19.1;13.3;25.4;14.0;17.06.2022;11.2;24.3;29.0;91.0
Baron Philippe de Rothschild Chateau d'Armailhac;91;Pauillac  France;1978;9.5;5.5;14.02.2022;114.0;13.8;9.7;18.5;62.0;16.6;12.0;21.8;73.0;18.5;13.3;24.2;37.0;19.1;13.3;25.4;14.0;17.06.2022;11.2;24.3;29.0;91.0
 Chateau Mouton Rothschild;84;Pauillac  France;1979;9.9;6.3;14.03.2022;116.0;13.6;9.1;18.6;132.0;17.5;12.5;22.9;34.0;20.4;14.3;26.5;21.0;18.2;13.7;23.7;43.0;17.04.2022;12.0;23.6;79.0;84.5
 Chateau Lafite Rothschild;89;Pauillac  France;1979;9.9;6.3;14.03.2022;116.0;13.6;9.1;18.6;132.0;17.5;12.5;22.9;34.0;20.4;14.3;26.5;21.0;18.2;13.7;23.7;43.0;17.04.2022;12.0;23.6;79.0;89.84
 Chateau Latour;89;Pauillac  France;1979;9.9;6.3;14.03.2022;116.0;13.6;9.1;18.6;132.0;17.5;12.5;22.9;34.0;20.4;14.3;26.5;21.0;18.2;13.7;23.7;43.0;17.04.2022;12.0;23.6;79.0;89.76
 Chateau Pontet-Canet;89;Pauillac  France;1979;9.9;6.3;14.03.2022;116.0;13.6;9.1;18.6;132.0;17.5;12.5;22.9;34.0;20.4;14.3;26.5;21.0;18.2;13.7;23.7;43.0;17.04.2022;12.0;23.6;79.0;87.68
 Chateau Lynch-Bages;80;Pauillac  France;1979;9.9;6.3;14.03.2022;116.0;13.6;9.1;18.6;132.0;17.5;12.5;22.9;34.0;20.4;14.3;26.5;21.0;18.2;13.7;23.7;43.0;17.04.2022;12.0;23.6;79.0;82.44
 Chateau Pichon-Longueville au Baron de Pichon-Longueville;88;Pauillac  France;1979;9.9;6.3;14.03.2022;116.0;13.6;9.1;18.6;132.0;17.5;12.5;22.9;34.0;20.4;14.3;26.5;21.0;18.2;13.7;23.7;43.0;17.04.2022;12.0;23.6;79.0;87.24
 Chateau Latour 'Les Forts de Latour';90;Pauillac  France;1979;9.9;6.3;14.03.2022;116.0;13.6;9.1;18.6;132.0;17.5;12.5;22.9;34.0;20.4;14.3;26.5;21.0;18.2;13.7;23.7;43.0;17.04.2022;12.0;23.6;79.0;89.32
 Chateau Batailley Grand Cru;89;Pauillac  France;1979;9.9;6.3;14.03.2022;116.0;13.6;9.1;18.6;132.0;17.5;12.5;22.9;34.0;20.4;14.3;26.5;21.0;18.2;13.7;23.7;43.0;17.04.2022;12.0;23.6;79.0;88.54
 Chateau Croizet-Bages;83;Pauillac  France;1979;9.9;6.3;14.03.2022;116.0;13.6;9.1;18.6;132.0;17.5;12.5;22.9;34.0;20.4;14.3;26.5;21.0;18.2;13.7;23.7;43.0;17.04.2022;12.0;23.6;79.0;82.16
Chateau Mouton Rothschild;96;Pauillac  France;1979;9.9;6.3;14.03.2022;116.0;13.6;9.1;18.6;132.0;17.5;12.5;22.9;34.0;20.4;14.3;26.5;21.0;18.2;13.7;23.7;43.0;17.04.2022;12.0;23.6;79.0;96.0
Chateau Lafite Rothschild;95;Pauillac  France;1979;9.9;6.3;14.03.2022;116.0;13.6;9.1;18.6;132.0;17.5;12.5;22.9;34.0;20.4;14.3;26.5;21.0;18.2;13.7;23.7;43.0;17.04.2022;12.0;23.6;79.0;95.0
Chateau Latour;96;Pauillac  France;1979;9.9;6.3;14.03.2022;116.0;13.6;9.1;18.6;132.0;17.5;12.5;22.9;34.0;20.4;14.3;26.5;21.0;18.2;13.7;23.7;43.0;17.04.2022;12.0;23.6;79.0;96.0
Chateau Pontet-Canet;95;Pauillac  France;1979;9.9;6.3;14.03.2022;116.0;13.6;9.1;18.6;132.0;17.5;12.5;22.9;34.0;20.4;14.3;26.5;21.0;18.2;13.7;23.7;43.0;17.04.2022;12.0;23.6;79.0;95.0
Chateau Lynch-Bages;93;Pauillac  France;1979;9.9;6.3;14.03.2022;116.0;13.6;9.1;18.6;132.0;17.5;12.5;22.9;34.0;20.4;14.3;26.5;21.0;18.2;13.7;23.7;43.0;17.04.2022;12.0;23.6;79.0;93.0
Chateau Pichon Longueville Comtesse de Lalande;94;Pauillac  France;1979;9.9;6.3;14.03.2022;116.0;13.6;9.1;18.6;132.0;17.5;12.5;22.9;34.0;20.4;14.3;26.5;21.0;18.2;13.7;23.7;43.0;17.04.2022;12.0;23.6;79.0;94.0
Chateau Pichon-Longueville au Baron de Pichon-Longueville;94;Pauillac  France;1979;9.9;6.3;14.03.2022;116.0;13.6;9.1;18.6;132.0;17.5;12.5;22.9;34.0;20.4;14.3;26.5;21.0;18.2;13.7;23.7;43.0;17.04.2022;12.0;23.6;79.0;94.0
Chateau Grand-Puy-Lacoste;92;Pauillac  France;1979;9.9;6.3;14.03.2022;116.0;13.6;9.1;18.6;132.0;17.5;12.5;22.9;34.0;20.4;14.3;26.5;21.0;18.2;13.7;23.7;43.0;17.04.2022;12.0;23.6;79.0;92.0
Chateau Lafite Rothschild 'Carruades de Lafite';91;Pauillac  France;1979;9.9;6.3;14.03.2022;116.0;13.6;9.1;18.6;132.0;17.5;12.5;22.9;34.0;20.4;14.3;26.5;21.0;18.2;13.7;23.7;43.0;17.04.2022;12.0;23.6;79.0;91.0
Chateau Duhart-Milon;91;Pauillac  France;1979;9.9;6.3;14.03.2022;116.0;13.6;9.1;18.6;132.0;17.5;12.5;22.9;34.0;20.4;14.3;26.5;21.0;18.2;13.7;23.7;43.0;17.04.2022;12.0;23.6;79.0;91.0
Baron Philippe de Rothschild Chateau d'Armailhac;91;Pauillac  France;1979;9.9;6.3;14.03.2022;116.0;13.6;9.1;18.6;132.0;17.5;12.5;22.9;34.0;20.4;14.3;26.5;21.0;18.2;13.7;23.7;43.0;17.04.2022;12.0;23.6;79.0;91.0
Chateau Mouton Rothschild;96;Pauillac  France;1980;10.6;5.8;15.07.2022;26.0;13.4;9.2;18.2;121.0;15.9;12.2;20.3;102.0;17.6;12.4;23.2;72.0;20.0;15.0;26.0;27.0;18.04.2022;12.9;24.9;47.0;96.0
Chateau Lafite Rothschild;95;Pauillac  France;1980;10.6;5.8;15.07.2022;26.0;13.4;9.2;18.2;121.0;15.9;12.2;20.3;102.0;17.6;12.4;23.2;72.0;20.0;15.0;26.0;27.0;18.04.2022;12.9;24.9;47.0;95.0
Chateau Latour;96;Pauillac  France;1980;10.6;5.8;15.07.2022;26.0;13.4;9.2;18.2;121.0;15.9;12.2;20.3;102.0;17.6;12.4;23.2;72.0;20.0;15.0;26.0;27.0;18.04.2022;12.9;24.9;47.0;96.0
Chateau Pontet-Canet;95;Pauillac  France;1980;10.6;5.8;15.07.2022;26.0;13.4;9.2;18.2;121.0;15.9;12.2;20.3;102.0;17.6;12.4;23.2;72.0;20.0;15.0;26.0;27.0;18.04.2022;12.9;24.9;47.0;95.0
Chateau Lynch-Bages;93;Pauillac  France;1980;10.6;5.8;15.07.2022;26.0;13.4;9.2;18.2;121.0;15.9;12.2;20.3;102.0;17.6;12.4;23.2;72.0;20.0;15.0;26.0;27.0;18.04.2022;12.9;24.9;47.0;93.0
Chateau Pichon Longueville Comtesse de Lalande;94;Pauillac  France;1980;10.6;5.8;15.07.2022;26.0;13.4;9.2;18.2;121.0;15.9;12.2;20.3;102.0;17.6;12.4;23.2;72.0;20.0;15.0;26.0;27.0;18.04.2022;12.9;24.9;47.0;94.0
Chateau Pichon-Longueville au Baron de Pichon-Longueville;94;Pauillac  France;1980;10.6;5.8;15.07.2022;26.0;13.4;9.2;18.2;121.0;15.9;12.2;20.3;102.0;17.6;12.4;23.2;72.0;20.0;15.0;26.0;27.0;18.04.2022;12.9;24.9;47.0;94.0
Chateau Grand-Puy-Lacoste;92;Pauillac  France;1980;10.6;5.8;15.07.2022;26.0;13.4;9.2;18.2;121.0;15.9;12.2;20.3;102.0;17.6;12.4;23.2;72.0;20.0;15.0;26.0;27.0;18.04.2022;12.9;24.9;47.0;92.0
Chateau Lafite Rothschild 'Carruades de Lafite';91;Pauillac  France;1980;10.6;5.8;15.07.2022;26.0;13.4;9.2;18.2;121.0;15.9;12.2;20.3;102.0;17.6;12.4;23.2;72.0;20.0;15.0;26.0;27.0;18.04.2022;12.9;24.9;47.0;91.0
Chateau Duhart-Milon;91;Pauillac  France;1980;10.6;5.8;15.07.2022;26.0;13.4;9.2;18.2;121.0;15.9;12.2;20.3;102.0;17.6;12.4;23.2;72.0;20.0;15.0;26.0;27.0;18.04.2022;12.9;24.9;47.0;91.0
Baron Philippe de Rothschild Chateau d'Armailhac;91;Pauillac  France;1980;10.6;5.8;15.07.2022;26.0;13.4;9.2;18.2;121.0;15.9;12.2;20.3;102.0;17.6;12.4;23.2;72.0;20.0;15.0;26.0;27.0;18.04.2022;12.9;24.9;47.0;91.0
Chateau Mouton Rothschild;96;Pauillac  France;1981;12.1;6.9;17.05.2022;35.0;13.9;10.0;18.6;99.0;18.0;12.4;23.5;25.0;18.7;14.4;24.1;38.0;21.1;15.2;27.5;27.0;;13.2;23.9;84.0;96.0
Chateau Lafite Rothschild;95;Pauillac  France;1981;12.1;6.9;17.05.2022;35.0;13.9;10.0;18.6;99.0;18.0;12.4;23.5;25.0;18.7;14.4;24.1;38.0;21.1;15.2;27.5;27.0;;13.2;23.9;84.0;95.0
Chateau Latour;96;Pauillac  France;1981;12.1;6.9;17.05.2022;35.0;13.9;10.0;18.6;99.0;18.0;12.4;23.5;25.0;18.7;14.4;24.1;38.0;21.1;15.2;27.5;27.0;;13.2;23.9;84.0;96.0
Chateau Pontet-Canet;95;Pauillac  France;1981;12.1;6.9;17.05.2022;35.0;13.9;10.0;18.6;99.0;18.0;12.4;23.5;25.0;18.7;14.4;24.1;38.0;21.1;15.2;27.5;27.0;;13.2;23.9;84.0;95.0
Chateau Lynch-Bages;93;Pauillac  France;1981;12.1;6.9;17.05.2022;35.0;13.9;10.0;18.6;99.0;18.0;12.4;23.5;25.0;18.7;14.4;24.1;38.0;21.1;15.2;27.5;27.0;;13.2;23.9;84.0;93.0
Chateau Pichon Longueville Comtesse de Lalande;94;Pauillac  France;1981;12.1;6.9;17.05.2022;35.0;13.9;10.0;18.6;99.0;18.0;12.4;23.5;25.0;18.7;14.4;24.1;38.0;21.1;15.2;27.5;27.0;;13.2;23.9;84.0;94.0
Chateau Pichon-Longueville au Baron de Pichon-Longueville;94;Pauillac  France;1981;12.1;6.9;17.05.2022;35.0;13.9;10.0;18.6;99.0;18.0;12.4;23.5;25.0;18.7;14.4;24.1;38.0;21.1;15.2;27.5;27.0;;13.2;23.9;84.0;94.0
Chateau Grand-Puy-Lacoste;92;Pauillac  France;1981;12.1;6.9;17.05.2022;35.0;13.9;10.0;18.6;99.0;18.0;12.4;23.5;25.0;18.7;14.4;24.1;38.0;21.1;15.2;27.5;27.0;;13.2;23.9;84.0;92.0
Chateau Lafite Rothschild 'Carruades de Lafite';91;Pauillac  France;1981;12.1;6.9;17.05.2022;35.0;13.9;10.0;18.6;99.0;18.0;12.4;23.5;25.0;18.7;14.4;24.1;38.0;21.1;15.2;27.5;27.0;;13.2;23.9;84.0;91.0
Chateau Duhart-Milon;91;Pauillac  France;1981;12.1;6.9;17.05.2022;35.0;13.9;10.0;18.6;99.0;18.0;12.4;23.5;25.0;18.7;14.4;24.1;38.0;21.1;15.2;27.5;27.0;;13.2;23.9;84.0;91.0
Baron Philippe de Rothschild Chateau d'Armailhac;91;Pauillac  France;1981;12.1;6.9;17.05.2022;35.0;13.9;10.0;18.6;99.0;18.0;12.4;23.5;25.0;18.7;14.4;24.1;38.0;21.1;15.2;27.5;27.0;;13.2;23.9;84.0;91.0
