Name;Rating;Region;Year;0tavg;1tmin;2tmax;3prcp;4tavg;5tmin;6tmax;7prcp;8tavg;9tmin;10tmax;11prcp;12tavg;13tmin;14tmax;15prcp;16tavg;17tmin;18tmax;19prcp;20tavg;21tmin;22tmax;23prcp;Predictions
Chateau Mouton Rothschild;96;Pauillac  France;1993;11.5;7.4;16.06.2022;129.0;15.8;11.1;21.2;68.0;19.1;14.7;24.3;133.0;19.3;14.1;25.0;47.0;20.8;15.0;27.1;30.0;16.01.2022;12.2;21.2;249.0;96.0
Chateau Lafite Rothschild;95;Pauillac  France;1993;11.5;7.4;16.06.2022;129.0;15.8;11.1;21.2;68.0;19.1;14.7;24.3;133.0;19.3;14.1;25.0;47.0;20.8;15.0;27.1;30.0;16.01.2022;12.2;21.2;249.0;95.0
Chateau Latour;96;Pauillac  France;1993;11.5;7.4;16.06.2022;129.0;15.8;11.1;21.2;68.0;19.1;14.7;24.3;133.0;19.3;14.1;25.0;47.0;20.8;15.0;27.1;30.0;16.01.2022;12.2;21.2;249.0;96.0
Chateau Pontet-Canet;95;Pauillac  France;1993;11.5;7.4;16.06.2022;129.0;15.8;11.1;21.2;68.0;19.1;14.7;24.3;133.0;19.3;14.1;25.0;47.0;20.8;15.0;27.1;30.0;16.01.2022;12.2;21.2;249.0;95.0
Chateau Lynch-Bages;93;Pauillac  France;1993;11.5;7.4;16.06.2022;129.0;15.8;11.1;21.2;68.0;19.1;14.7;24.3;133.0;19.3;14.1;25.0;47.0;20.8;15.0;27.1;30.0;16.01.2022;12.2;21.2;249.0;93.0
Chateau Pichon Longueville Comtesse de Lalande;94;Pauillac  France;1993;11.5;7.4;16.06.2022;129.0;15.8;11.1;21.2;68.0;19.1;14.7;24.3;133.0;19.3;14.1;25.0;47.0;20.8;15.0;27.1;30.0;16.01.2022;12.2;21.2;249.0;94.0
Chateau Pichon-Longueville au Baron de Pichon-Longueville;94;Pauillac  France;1993;11.5;7.4;16.06.2022;129.0;15.8;11.1;21.2;68.0;19.1;14.7;24.3;133.0;19.3;14.1;25.0;47.0;20.8;15.0;27.1;30.0;16.01.2022;12.2;21.2;249.0;94.0
Chateau Grand-Puy-Lacoste;92;Pauillac  France;1993;11.5;7.4;16.06.2022;129.0;15.8;11.1;21.2;68.0;19.1;14.7;24.3;133.0;19.3;14.1;25.0;47.0;20.8;15.0;27.1;30.0;16.01.2022;12.2;21.2;249.0;91.82
Chateau Lafite Rothschild 'Carruades de Lafite';91;Pauillac  France;1993;11.5;7.4;16.06.2022;129.0;15.8;11.1;21.2;68.0;19.1;14.7;24.3;133.0;19.3;14.1;25.0;47.0;20.8;15.0;27.1;30.0;16.01.2022;12.2;21.2;249.0;91.0
Chateau Duhart-Milon;91;Pauillac  France;1993;11.5;7.4;16.06.2022;129.0;15.8;11.1;21.2;68.0;19.1;14.7;24.3;133.0;19.3;14.1;25.0;47.0;20.8;15.0;27.1;30.0;16.01.2022;12.2;21.2;249.0;90.92
Baron Philippe de Rothschild Chateau d'Armailhac;91;Pauillac  France;1993;11.5;7.4;16.06.2022;129.0;15.8;11.1;21.2;68.0;19.1;14.7;24.3;133.0;19.3;14.1;25.0;47.0;20.8;15.0;27.1;30.0;16.01.2022;12.2;21.2;249.0;90.86
 Chateau Lafite Rothschild;89;Pauillac  France;1994;10.9;6.8;15.04.2022;130.0;16.0;10.6;21.7;105.0;19.2;13.8;24.6;112.0;22.4;17.1;28.4;54.0;22.0;17.8;27.7;45.0;16.04.2022;12.9;21.3;175.0;89.7
 Chateau Grand-Puy-Lacoste;89;Pauillac  France;1994;10.9;6.8;15.04.2022;130.0;16.0;10.6;21.7;105.0;19.2;13.8;24.6;112.0;22.4;17.1;28.4;54.0;22.0;17.8;27.7;45.0;16.04.2022;12.9;21.3;175.0;89.12
Chateau Mouton Rothschild;96;Pauillac  France;1994;10.9;6.8;15.04.2022;130.0;16.0;10.6;21.7;105.0;19.2;13.8;24.6;112.0;22.4;17.1;28.4;54.0;22.0;17.8;27.7;45.0;16.04.2022;12.9;21.3;175.0;96.0
Chateau Lafite Rothschild;95;Pauillac  France;1994;10.9;6.8;15.04.2022;130.0;16.0;10.6;21.7;105.0;19.2;13.8;24.6;112.0;22.4;17.1;28.4;54.0;22.0;17.8;27.7;45.0;16.04.2022;12.9;21.3;175.0;95.0
Chateau Latour;96;Pauillac  France;1994;10.9;6.8;15.04.2022;130.0;16.0;10.6;21.7;105.0;19.2;13.8;24.6;112.0;22.4;17.1;28.4;54.0;22.0;17.8;27.7;45.0;16.04.2022;12.9;21.3;175.0;96.0
Chateau Pontet-Canet;95;Pauillac  France;1994;10.9;6.8;15.04.2022;130.0;16.0;10.6;21.7;105.0;19.2;13.8;24.6;112.0;22.4;17.1;28.4;54.0;22.0;17.8;27.7;45.0;16.04.2022;12.9;21.3;175.0;95.0
Chateau Lynch-Bages;93;Pauillac  France;1994;10.9;6.8;15.04.2022;130.0;16.0;10.6;21.7;105.0;19.2;13.8;24.6;112.0;22.4;17.1;28.4;54.0;22.0;17.8;27.7;45.0;16.04.2022;12.9;21.3;175.0;93.0
Chateau Pichon Longueville Comtesse de Lalande;94;Pauillac  France;1994;10.9;6.8;15.04.2022;130.0;16.0;10.6;21.7;105.0;19.2;13.8;24.6;112.0;22.4;17.1;28.4;54.0;22.0;17.8;27.7;45.0;16.04.2022;12.9;21.3;175.0;94.0
Chateau Pichon-Longueville au Baron de Pichon-Longueville;94;Pauillac  France;1994;10.9;6.8;15.04.2022;130.0;16.0;10.6;21.7;105.0;19.2;13.8;24.6;112.0;22.4;17.1;28.4;54.0;22.0;17.8;27.7;45.0;16.04.2022;12.9;21.3;175.0;94.0
Chateau Grand-Puy-Lacoste;92;Pauillac  France;1994;10.9;6.8;15.04.2022;130.0;16.0;10.6;21.7;105.0;19.2;13.8;24.6;112.0;22.4;17.1;28.4;54.0;22.0;17.8;27.7;45.0;16.04.2022;12.9;21.3;175.0;92.0
Chateau Lafite Rothschild 'Carruades de Lafite';91;Pauillac  France;1994;10.9;6.8;15.04.2022;130.0;16.0;10.6;21.7;105.0;19.2;13.8;24.6;112.0;22.4;17.1;28.4;54.0;22.0;17.8;27.7;45.0;16.04.2022;12.9;21.3;175.0;91.0
Chateau Duhart-Milon;91;Pauillac  France;1994;10.9;6.8;15.04.2022;130.0;16.0;10.6;21.7;105.0;19.2;13.8;24.6;112.0;22.4;17.1;28.4;54.0;22.0;17.8;27.7;45.0;16.04.2022;12.9;21.3;175.0;91.0
Baron Philippe de Rothschild Chateau d'Armailhac;91;Pauillac  France;1994;10.9;6.8;15.04.2022;130.0;16.0;10.6;21.7;105.0;19.2;13.8;24.6;112.0;22.4;17.1;28.4;54.0;22.0;17.8;27.7;45.0;16.04.2022;12.9;21.3;175.0;91.0
 Chateau Mouton Rothschild;92;Pauillac  France;1995;12.1;7.5;17.05.2022;36.0;16.3;10.6;22.1;79.0;18.9;13.4;24.6;21.0;23.1;17.3;29.3;42.0;22.0;16.9;28.4;24.0;16.01.2022;11.8;21.1;147.0;91.32
 Chateau Lafite Rothschild;94;Pauillac  France;1995;12.1;7.5;17.05.2022;36.0;16.3;10.6;22.1;79.0;18.9;13.4;24.6;21.0;23.1;17.3;29.3;42.0;22.0;16.9;28.4;24.0;16.01.2022;11.8;21.1;147.0;92.78
 Chateau Latour;94;Pauillac  France;1995;12.1;7.5;17.05.2022;36.0;16.3;10.6;22.1;79.0;18.9;13.4;24.6;21.0;23.1;17.3;29.3;42.0;22.0;16.9;28.4;24.0;16.01.2022;11.8;21.1;147.0;93.02
 Chateau Pontet-Canet;90;Pauillac  France;1995;12.1;7.5;17.05.2022;36.0;16.3;10.6;22.1;79.0;18.9;13.4;24.6;21.0;23.1;17.3;29.3;42.0;22.0;16.9;28.4;24.0;16.01.2022;11.8;21.1;147.0;90.3
 Chateau Lynch-Bages;91;Pauillac  France;1995;12.1;7.5;17.05.2022;36.0;16.3;10.6;22.1;79.0;18.9;13.4;24.6;21.0;23.1;17.3;29.3;42.0;22.0;16.9;28.4;24.0;16.01.2022;11.8;21.1;147.0;90.68
 Chateau Pichon Longueville Comtesse de Lalande;93;Pauillac  France;1995;12.1;7.5;17.05.2022;36.0;16.3;10.6;22.1;79.0;18.9;13.4;24.6;21.0;23.1;17.3;29.3;42.0;22.0;16.9;28.4;24.0;16.01.2022;11.8;21.1;147.0;92.42
 Chateau Pichon-Longueville au Baron de Pichon-Longueville;91;Pauillac  France;1995;12.1;7.5;17.05.2022;36.0;16.3;10.6;22.1;79.0;18.9;13.4;24.6;21.0;23.1;17.3;29.3;42.0;22.0;16.9;28.4;24.0;16.01.2022;11.8;21.1;147.0;91.22
 Chateau Grand-Puy-Lacoste;92;Pauillac  France;1995;12.1;7.5;17.05.2022;36.0;16.3;10.6;22.1;79.0;18.9;13.4;24.6;21.0;23.1;17.3;29.3;42.0;22.0;16.9;28.4;24.0;16.01.2022;11.8;21.1;147.0;90.4
 Chateau Lafite Rothschild 'Carruades de Lafite';88;Pauillac  France;1995;12.1;7.5;17.05.2022;36.0;16.3;10.6;22.1;79.0;18.9;13.4;24.6;21.0;23.1;17.3;29.3;42.0;22.0;16.9;28.4;24.0;16.01.2022;11.8;21.1;147.0;88.48
 Baron Philippe de Rothschild Chateau d'Armailhac;87;Pauillac  France;1995;12.1;7.5;17.05.2022;36.0;16.3;10.6;22.1;79.0;18.9;13.4;24.6;21.0;23.1;17.3;29.3;42.0;22.0;16.9;28.4;24.0;16.01.2022;11.8;21.1;147.0;87.46
 Chateau Latour 'Les Forts de Latour';89;Pauillac  France;1995;12.1;7.5;17.05.2022;36.0;16.3;10.6;22.1;79.0;18.9;13.4;24.6;21.0;23.1;17.3;29.3;42.0;22.0;16.9;28.4;24.0;16.01.2022;11.8;21.1;147.0;89.06
 Chateau Clerc-Milon;90;Pauillac  France;1995;12.1;7.5;17.05.2022;36.0;16.3;10.6;22.1;79.0;18.9;13.4;24.6;21.0;23.1;17.3;29.3;42.0;22.0;16.9;28.4;24.0;16.01.2022;11.8;21.1;147.0;89.1
 Chateau Pichon Longueville Comtesse de Lalande 'Pichon Comtesse Reserve';86;Pauillac  France;1995;12.1;7.5;17.05.2022;36.0;16.3;10.6;22.1;79.0;18.9;13.4;24.6;21.0;23.1;17.3;29.3;42.0;22.0;16.9;28.4;24.0;16.01.2022;11.8;21.1;147.0;87.12
 Chateau Lynch-Moussas;86;Pauillac  France;1995;12.1;7.5;17.05.2022;36.0;16.3;10.6;22.1;79.0;18.9;13.4;24.6;21.0;23.1;17.3;29.3;42.0;22.0;16.9;28.4;24.0;16.01.2022;11.8;21.1;147.0;85.9
 Chateau Haut-Bages Liberal;87;Pauillac  France;1995;12.1;7.5;17.05.2022;36.0;16.3;10.6;22.1;79.0;18.9;13.4;24.6;21.0;23.1;17.3;29.3;42.0;22.0;16.9;28.4;24.0;16.01.2022;11.8;21.1;147.0;87.58
 Chateau Grand-Puy Ducasse;87;Pauillac  France;1995;12.1;7.5;17.05.2022;36.0;16.3;10.6;22.1;79.0;18.9;13.4;24.6;21.0;23.1;17.3;29.3;42.0;22.0;16.9;28.4;24.0;16.01.2022;11.8;21.1;147.0;87.1
 Chateau Fonbadet;86;Pauillac  France;1995;12.1;7.5;17.05.2022;36.0;16.3;10.6;22.1;79.0;18.9;13.4;24.6;21.0;23.1;17.3;29.3;42.0;22.0;16.9;28.4;24.0;16.01.2022;11.8;21.1;147.0;86.34
Chateau Mouton Rothschild;96;Pauillac  France;1995;12.1;7.5;17.05.2022;36.0;16.3;10.6;22.1;79.0;18.9;13.4;24.6;21.0;23.1;17.3;29.3;42.0;22.0;16.9;28.4;24.0;16.01.2022;11.8;21.1;147.0;96.0
Chateau Lafite Rothschild;95;Pauillac  France;1995;12.1;7.5;17.05.2022;36.0;16.3;10.6;22.1;79.0;18.9;13.4;24.6;21.0;23.1;17.3;29.3;42.0;22.0;16.9;28.4;24.0;16.01.2022;11.8;21.1;147.0;95.0
Chateau Latour;96;Pauillac  France;1995;12.1;7.5;17.05.2022;36.0;16.3;10.6;22.1;79.0;18.9;13.4;24.6;21.0;23.1;17.3;29.3;42.0;22.0;16.9;28.4;24.0;16.01.2022;11.8;21.1;147.0;96.0
Chateau Pontet-Canet;95;Pauillac  France;1995;12.1;7.5;17.05.2022;36.0;16.3;10.6;22.1;79.0;18.9;13.4;24.6;21.0;23.1;17.3;29.3;42.0;22.0;16.9;28.4;24.0;16.01.2022;11.8;21.1;147.0;95.0
Chateau Lynch-Bages;93;Pauillac  France;1995;12.1;7.5;17.05.2022;36.0;16.3;10.6;22.1;79.0;18.9;13.4;24.6;21.0;23.1;17.3;29.3;42.0;22.0;16.9;28.4;24.0;16.01.2022;11.8;21.1;147.0;93.0
Chateau Pichon Longueville Comtesse de Lalande;94;Pauillac  France;1995;12.1;7.5;17.05.2022;36.0;16.3;10.6;22.1;79.0;18.9;13.4;24.6;21.0;23.1;17.3;29.3;42.0;22.0;16.9;28.4;24.0;16.01.2022;11.8;21.1;147.0;94.0
Chateau Pichon-Longueville au Baron de Pichon-Longueville;94;Pauillac  France;1995;12.1;7.5;17.05.2022;36.0;16.3;10.6;22.1;79.0;18.9;13.4;24.6;21.0;23.1;17.3;29.3;42.0;22.0;16.9;28.4;24.0;16.01.2022;11.8;21.1;147.0;94.0
Chateau Grand-Puy-Lacoste;92;Pauillac  France;1995;12.1;7.5;17.05.2022;36.0;16.3;10.6;22.1;79.0;18.9;13.4;24.6;21.0;23.1;17.3;29.3;42.0;22.0;16.9;28.4;24.0;16.01.2022;11.8;21.1;147.0;92.0
Chateau Lafite Rothschild 'Carruades de Lafite';91;Pauillac  France;1995;12.1;7.5;17.05.2022;36.0;16.3;10.6;22.1;79.0;18.9;13.4;24.6;21.0;23.1;17.3;29.3;42.0;22.0;16.9;28.4;24.0;16.01.2022;11.8;21.1;147.0;91.0
Chateau Duhart-Milon;91;Pauillac  France;1995;12.1;7.5;17.05.2022;36.0;16.3;10.6;22.1;79.0;18.9;13.4;24.6;21.0;23.1;17.3;29.3;42.0;22.0;16.9;28.4;24.0;16.01.2022;11.8;21.1;147.0;91.0
Baron Philippe de Rothschild Chateau d'Armailhac;91;Pauillac  France;1995;12.1;7.5;17.05.2022;36.0;16.3;10.6;22.1;79.0;18.9;13.4;24.6;21.0;23.1;17.3;29.3;42.0;22.0;16.9;28.4;24.0;16.01.2022;11.8;21.1;147.0;91.0
 Chateau Latour;95;Pauillac  France;1996;12.5;7.2;18.05.2022;48.0;15.0;10.3;20.4;77.0;20.4;14.8;26.5;67.0;21.1;15.5;26.8;68.0;19.8;14.8;25.3;138.0;16.03.2022;10.7;22.4;118.0;94.44
Chateau Mouton Rothschild;96;Pauillac  France;1996;12.5;7.2;18.05.2022;48.0;15.0;10.3;20.4;77.0;20.4;14.8;26.5;67.0;21.1;15.5;26.8;68.0;19.8;14.8;25.3;138.0;16.03.2022;10.7;22.4;118.0;96.0
Chateau Lafite Rothschild;95;Pauillac  France;1996;12.5;7.2;18.05.2022;48.0;15.0;10.3;20.4;77.0;20.4;14.8;26.5;67.0;21.1;15.5;26.8;68.0;19.8;14.8;25.3;138.0;16.03.2022;10.7;22.4;118.0;95.0
Chateau Latour;96;Pauillac  France;1996;12.5;7.2;18.05.2022;48.0;15.0;10.3;20.4;77.0;20.4;14.8;26.5;67.0;21.1;15.5;26.8;68.0;19.8;14.8;25.3;138.0;16.03.2022;10.7;22.4;118.0;96.0
Chateau Pontet-Canet;95;Pauillac  France;1996;12.5;7.2;18.05.2022;48.0;15.0;10.3;20.4;77.0;20.4;14.8;26.5;67.0;21.1;15.5;26.8;68.0;19.8;14.8;25.3;138.0;16.03.2022;10.7;22.4;118.0;95.0
Chateau Lynch-Bages;93;Pauillac  France;1996;12.5;7.2;18.05.2022;48.0;15.0;10.3;20.4;77.0;20.4;14.8;26.5;67.0;21.1;15.5;26.8;68.0;19.8;14.8;25.3;138.0;16.03.2022;10.7;22.4;118.0;93.0
Chateau Pichon Longueville Comtesse de Lalande;94;Pauillac  France;1996;12.5;7.2;18.05.2022;48.0;15.0;10.3;20.4;77.0;20.4;14.8;26.5;67.0;21.1;15.5;26.8;68.0;19.8;14.8;25.3;138.0;16.03.2022;10.7;22.4;118.0;94.0
Chateau Pichon-Longueville au Baron de Pichon-Longueville;94;Pauillac  France;1996;12.5;7.2;18.05.2022;48.0;15.0;10.3;20.4;77.0;20.4;14.8;26.5;67.0;21.1;15.5;26.8;68.0;19.8;14.8;25.3;138.0;16.03.2022;10.7;22.4;118.0;94.0
Chateau Grand-Puy-Lacoste;92;Pauillac  France;1996;12.5;7.2;18.05.2022;48.0;15.0;10.3;20.4;77.0;20.4;14.8;26.5;67.0;21.1;15.5;26.8;68.0;19.8;14.8;25.3;138.0;16.03.2022;10.7;22.4;118.0;92.0
Chateau Lafite Rothschild 'Carruades de Lafite';91;Pauillac  France;1996;12.5;7.2;18.05.2022;48.0;15.0;10.3;20.4;77.0;20.4;14.8;26.5;67.0;21.1;15.5;26.8;68.0;19.8;14.8;25.3;138.0;16.03.2022;10.7;22.4;118.0;91.0
Chateau Duhart-Milon;91;Pauillac  France;1996;12.5;7.2;18.05.2022;48.0;15.0;10.3;20.4;77.0;20.4;14.8;26.5;67.0;21.1;15.5;26.8;68.0;19.8;14.8;25.3;138.0;16.03.2022;10.7;22.4;118.0;91.0
Baron Philippe de Rothschild Chateau d'Armailhac;91;Pauillac  France;1996;12.5;7.2;18.05.2022;48.0;15.0;10.3;20.4;77.0;20.4;14.8;26.5;67.0;21.1;15.5;26.8;68.0;19.8;14.8;25.3;138.0;16.03.2022;10.7;22.4;118.0;91.0
 Chateau Mouton Rothschild;90;Pauillac  France;1997;13.7;6.9;20.03.2022;18.0;17.5;12.6;22.9;158.0;18.2;14.0;22.9;147.0;20.6;15.9;25.9;36.0;23.3;18.3;29.3;80.0;19.05.2022;13.3;26.6;32.0;88.96
 Chateau Lafite Rothschild;92;Pauillac  France;1997;13.7;6.9;20.03.2022;18.0;17.5;12.6;22.9;158.0;18.2;14.0;22.9;147.0;20.6;15.9;25.9;36.0;23.3;18.3;29.3;80.0;19.05.2022;13.3;26.6;32.0;90.84
 Chateau Latour;90;Pauillac  France;1997;13.7;6.9;20.03.2022;18.0;17.5;12.6;22.9;158.0;18.2;14.0;22.9;147.0;20.6;15.9;25.9;36.0;23.3;18.3;29.3;80.0;19.05.2022;13.3;26.6;32.0;89.76
 Chateau Lynch-Bages;87;Pauillac  France;1997;13.7;6.9;20.03.2022;18.0;17.5;12.6;22.9;158.0;18.2;14.0;22.9;147.0;20.6;15.9;25.9;36.0;23.3;18.3;29.3;80.0;19.05.2022;13.3;26.6;32.0;86.9
 Chateau Pichon Longueville Comtesse de Lalande;88;Pauillac  France;1997;13.7;6.9;20.03.2022;18.0;17.5;12.6;22.9;158.0;18.2;14.0;22.9;147.0;20.6;15.9;25.9;36.0;23.3;18.3;29.3;80.0;19.05.2022;13.3;26.6;32.0;88.04
 Chateau Pichon-Longueville au Baron de Pichon-Longueville;88;Pauillac  France;1997;13.7;6.9;20.03.2022;18.0;17.5;12.6;22.9;158.0;18.2;14.0;22.9;147.0;20.6;15.9;25.9;36.0;23.3;18.3;29.3;80.0;19.05.2022;13.3;26.6;32.0;88.06
 Chateau Grand-Puy-Lacoste;87;Pauillac  France;1997;13.7;6.9;20.03.2022;18.0;17.5;12.6;22.9;158.0;18.2;14.0;22.9;147.0;20.6;15.9;25.9;36.0;23.3;18.3;29.3;80.0;19.05.2022;13.3;26.6;32.0;87.56
 Chateau Lafite Rothschild 'Carruades de Lafite';87;Pauillac  France;1997;13.7;6.9;20.03.2022;18.0;17.5;12.6;22.9;158.0;18.2;14.0;22.9;147.0;20.6;15.9;25.9;36.0;23.3;18.3;29.3;80.0;19.05.2022;13.3;26.6;32.0;87.9
 Chateau Duhart-Milon;87;Pauillac  France;1997;13.7;6.9;20.03.2022;18.0;17.5;12.6;22.9;158.0;18.2;14.0;22.9;147.0;20.6;15.9;25.9;36.0;23.3;18.3;29.3;80.0;19.05.2022;13.3;26.6;32.0;86.98
 Baron Philippe de Rothschild Chateau d'Armailhac;86;Pauillac  France;1997;13.7;6.9;20.03.2022;18.0;17.5;12.6;22.9;158.0;18.2;14.0;22.9;147.0;20.6;15.9;25.9;36.0;23.3;18.3;29.3;80.0;19.05.2022;13.3;26.6;32.0;86.46
 Chateau Latour 'Les Forts de Latour';88;Pauillac  France;1997;13.7;6.9;20.03.2022;18.0;17.5;12.6;22.9;158.0;18.2;14.0;22.9;147.0;20.6;15.9;25.9;36.0;23.3;18.3;29.3;80.0;19.05.2022;13.3;26.6;32.0;88.22
 Chateau Pichon Longueville Comtesse de Lalande 'Pichon Comtesse Reserve';86;Pauillac  France;1997;13.7;6.9;20.03.2022;18.0;17.5;12.6;22.9;158.0;18.2;14.0;22.9;147.0;20.6;15.9;25.9;36.0;23.3;18.3;29.3;80.0;19.05.2022;13.3;26.6;32.0;86.72
 Le Petit Mouton de Mouton Rothschild;85;Pauillac  France;1997;13.7;6.9;20.03.2022;18.0;17.5;12.6;22.9;158.0;18.2;14.0;22.9;147.0;20.6;15.9;25.9;36.0;23.3;18.3;29.3;80.0;19.05.2022;13.3;26.6;32.0;86.12
 Chateau Lynch-Moussas;83;Pauillac  France;1997;13.7;6.9;20.03.2022;18.0;17.5;12.6;22.9;158.0;18.2;14.0;22.9;147.0;20.6;15.9;25.9;36.0;23.3;18.3;29.3;80.0;19.05.2022;13.3;26.6;32.0;83.78
 Chateau La Fleur Peyrabon;85;Pauillac  France;1997;13.7;6.9;20.03.2022;18.0;17.5;12.6;22.9;158.0;18.2;14.0;22.9;147.0;20.6;15.9;25.9;36.0;23.3;18.3;29.3;80.0;19.05.2022;13.3;26.6;32.0;85.92
Chateau Mouton Rothschild;96;Pauillac  France;1997;13.7;6.9;20.03.2022;18.0;17.5;12.6;22.9;158.0;18.2;14.0;22.9;147.0;20.6;15.9;25.9;36.0;23.3;18.3;29.3;80.0;19.05.2022;13.3;26.6;32.0;96.0
Chateau Lafite Rothschild;95;Pauillac  France;1997;13.7;6.9;20.03.2022;18.0;17.5;12.6;22.9;158.0;18.2;14.0;22.9;147.0;20.6;15.9;25.9;36.0;23.3;18.3;29.3;80.0;19.05.2022;13.3;26.6;32.0;95.0
Chateau Latour;96;Pauillac  France;1997;13.7;6.9;20.03.2022;18.0;17.5;12.6;22.9;158.0;18.2;14.0;22.9;147.0;20.6;15.9;25.9;36.0;23.3;18.3;29.3;80.0;19.05.2022;13.3;26.6;32.0;96.0
Chateau Pontet-Canet;95;Pauillac  France;1997;13.7;6.9;20.03.2022;18.0;17.5;12.6;22.9;158.0;18.2;14.0;22.9;147.0;20.6;15.9;25.9;36.0;23.3;18.3;29.3;80.0;19.05.2022;13.3;26.6;32.0;95.0
Chateau Lynch-Bages;93;Pauillac  France;1997;13.7;6.9;20.03.2022;18.0;17.5;12.6;22.9;158.0;18.2;14.0;22.9;147.0;20.6;15.9;25.9;36.0;23.3;18.3;29.3;80.0;19.05.2022;13.3;26.6;32.0;93.0
Chateau Pichon Longueville Comtesse de Lalande;94;Pauillac  France;1997;13.7;6.9;20.03.2022;18.0;17.5;12.6;22.9;158.0;18.2;14.0;22.9;147.0;20.6;15.9;25.9;36.0;23.3;18.3;29.3;80.0;19.05.2022;13.3;26.6;32.0;94.0
Chateau Pichon-Longueville au Baron de Pichon-Longueville;94;Pauillac  France;1997;13.7;6.9;20.03.2022;18.0;17.5;12.6;22.9;158.0;18.2;14.0;22.9;147.0;20.6;15.9;25.9;36.0;23.3;18.3;29.3;80.0;19.05.2022;13.3;26.6;32.0;94.0
Chateau Grand-Puy-Lacoste;92;Pauillac  France;1997;13.7;6.9;20.03.2022;18.0;17.5;12.6;22.9;158.0;18.2;14.0;22.9;147.0;20.6;15.9;25.9;36.0;23.3;18.3;29.3;80.0;19.05.2022;13.3;26.6;32.0;92.0
Chateau Lafite Rothschild 'Carruades de Lafite';91;Pauillac  France;1997;13.7;6.9;20.03.2022;18.0;17.5;12.6;22.9;158.0;18.2;14.0;22.9;147.0;20.6;15.9;25.9;36.0;23.3;18.3;29.3;80.0;19.05.2022;13.3;26.6;32.0;91.0
Chateau Duhart-Milon;91;Pauillac  France;1997;13.7;6.9;20.03.2022;18.0;17.5;12.6;22.9;158.0;18.2;14.0;22.9;147.0;20.6;15.9;25.9;36.0;23.3;18.3;29.3;80.0;19.05.2022;13.3;26.6;32.0;91.0
Baron Philippe de Rothschild Chateau d'Armailhac;91;Pauillac  France;1997;13.7;6.9;20.03.2022;18.0;17.5;12.6;22.9;158.0;18.2;14.0;22.9;147.0;20.6;15.9;25.9;36.0;23.3;18.3;29.3;80.0;19.05.2022;13.3;26.6;32.0;91.0
 Chateau Pichon Longueville Comtesse de Lalande;90;Pauillac  France;1998;11.0;7.4;15.08.2022;204.0;17.2;12.0;22.9;22.0;18.7;13.6;24.4;60.0;19.9;14.9;25.8;53.0;21.9;15.8;29.0;14.0;18.02.2022;14.4;23.4;183.0;89.78
 Chateau Pichon-Longueville au Baron de Pichon-Longueville;91;Pauillac  France;1998;11.0;7.4;15.08.2022;204.0;17.2;12.0;22.9;22.0;18.7;13.6;24.4;60.0;19.9;14.9;25.8;53.0;21.9;15.8;29.0;14.0;18.02.2022;14.4;23.4;183.0;90.88
 Le Petit Mouton de Mouton Rothschild;86;Pauillac  France;1998;11.0;7.4;15.08.2022;204.0;17.2;12.0;22.9;22.0;18.7;13.6;24.4;60.0;19.9;14.9;25.8;53.0;21.9;15.8;29.0;14.0;18.02.2022;14.4;23.4;183.0;87.26
Chateau Mouton Rothschild;96;Pauillac  France;1998;11.0;7.4;15.08.2022;204.0;17.2;12.0;22.9;22.0;18.7;13.6;24.4;60.0;19.9;14.9;25.8;53.0;21.9;15.8;29.0;14.0;18.02.2022;14.4;23.4;183.0;96.0
Chateau Lafite Rothschild;95;Pauillac  France;1998;11.0;7.4;15.08.2022;204.0;17.2;12.0;22.9;22.0;18.7;13.6;24.4;60.0;19.9;14.9;25.8;53.0;21.9;15.8;29.0;14.0;18.02.2022;14.4;23.4;183.0;95.0
Chateau Latour;96;Pauillac  France;1998;11.0;7.4;15.08.2022;204.0;17.2;12.0;22.9;22.0;18.7;13.6;24.4;60.0;19.9;14.9;25.8;53.0;21.9;15.8;29.0;14.0;18.02.2022;14.4;23.4;183.0;96.0
Chateau Pontet-Canet;95;Pauillac  France;1998;11.0;7.4;15.08.2022;204.0;17.2;12.0;22.9;22.0;18.7;13.6;24.4;60.0;19.9;14.9;25.8;53.0;21.9;15.8;29.0;14.0;18.02.2022;14.4;23.4;183.0;95.0
Chateau Lynch-Bages;93;Pauillac  France;1998;11.0;7.4;15.08.2022;204.0;17.2;12.0;22.9;22.0;18.7;13.6;24.4;60.0;19.9;14.9;25.8;53.0;21.9;15.8;29.0;14.0;18.02.2022;14.4;23.4;183.0;93.0
Chateau Pichon Longueville Comtesse de Lalande;94;Pauillac  France;1998;11.0;7.4;15.08.2022;204.0;17.2;12.0;22.9;22.0;18.7;13.6;24.4;60.0;19.9;14.9;25.8;53.0;21.9;15.8;29.0;14.0;18.02.2022;14.4;23.4;183.0;94.0
Chateau Pichon-Longueville au Baron de Pichon-Longueville;94;Pauillac  France;1998;11.0;7.4;15.08.2022;204.0;17.2;12.0;22.9;22.0;18.7;13.6;24.4;60.0;19.9;14.9;25.8;53.0;21.9;15.8;29.0;14.0;18.02.2022;14.4;23.4;183.0;94.0
